day,return
91,0.0025233428887838994
92,0.009429955968829923
93,0.0019229137079015274
94,-0.01020988273102455
95,-0.0009446448491956046
96,0.004888504509413807
97,0.01378962170447497
98,0.00891114659257631
99,0.001114182942994424
100,0.016657537559341778
101,-0.00872860540844686
102,0.009914747408270946
103,0.013746226211078912
104,-0.0031041846354031974
105,-0.021087426769416683
106,-0.010475576495891899
107,0.003244249005561693
108,0.00673405573677426
109,0.01897855066641274
110,-0.011650054827344894
111,0.00042452951879127246
112,0.008185639968351484
113,-0.001492345618774963
114,-0.028036444978710724
115,0.010077575908703718
116,0.028147053782322295
117,0.01245172700149496
118,-0.010609248383563944
119,-0.004548701833336884
120,0.0030618612275172476
121,0.03026857029126766
122,0.007808726815238154
123,0.0017637845849946873
124,0.019089955621886718
125,-0.000580421328513265
126,0.022736328440080826
127,-0.007820070791802872
128,-0.005297764469112576
129,0.009050431150609054
130,0.01749233183705218
131,0.008247038175822842
132,0.0040190960453357245
133,-0.021459544846381514
134,-0.008154289772782132
135,-0.006927619627438416
136,-0.006003353206320107
137,0.007437278835920944
138,-0.0036221909297621552
139,0.00985213344464002
140,0.0013879429889252738
141,-0.003593675732117241
142,0.0018178451833506667
143,0.005545089070978434
144,0.010697550492008863
145,-0.0053300245613793215
146,-0.002392366971225443
147,-0.01596347234517015
148,0.01964588844073765
149,0.017821390908831586
150,-0.001745982026438796
151,-0.00534057332472497
152,-0.014430608407880088
153,0.0024388051157528427
154,0.002875467161360318
155,0.02658073441008795
156,0.003356033217054888
157,-0.008934447679550896
158,-0.0289356499908799
159,0.01731255096215143
160,0.0026726325112021534
161,-0.018911517651950028
162,0.002564475053866874
163,-0.018902983964084484
164,0.042164732294337696
165,0.013827283318749356
166,0.0072695042361004825
167,-0.0017010960566454134
168,-0.025276732529356406
169,-0.0011167642811567623
170,-0.018254987582538785
171,0.007554633096842954
172,-0.02526651367032719
173,-0.010492643021868744
174,0.015034766966547297
175,0.020126235818369847
176,-0.013774248621297735
177,-0.018007536971187375
178,0.010952708689590885
179,0.010636973513461
180,-0.011438677710139558
181,-0.007931539836667943
182,-0.007927410205313621
183,-0.013873094424344902
184,-0.007762505620433427
185,0.015408886819553956
186,0.008676032846295586
187,0.02507920633299005
188,-0.0006360964802870177
189,-0.0012244251850930734
190,-0.011389031837725286
191,-0.0010856762532510825
192,-0.015357127734912322
193,-0.0209286758220765
194,0.008763727971384219
195,0.0176813155716479
196,0.010442466537465488
197,0.016389017138156887
198,0.0034281912287848102
199,-0.008218715936594337
200,0.0014361950199639586
201,-0.0040885757914665794
202,-0.012937906371328139
203,-0.019909827951076403
204,-0.01739317260242714
205,0.0003337211372804826
206,0.0022084891331813367
207,-0.005294977527982978
208,0.01754795753868271
209,0.0025479851939590632
210,0.0073937684594808555
211,0.015023193462838272
212,-0.009441286954481596
213,-0.023237693348398918
214,0.009428393362909682
215,-0.007861384057166458
216,0.01613173306025991
217,0.004450897487889936
218,0.012480280906606574
219,0.009564147875038202
220,-0.024566810088640128
221,0.009030742067373301
222,-0.007677406800334525
223,-0.008673299623549374
224,-0.00482129621395372
225,0.009617857800218602
226,0.011012712064526966
227,0.012535239888575743
228,-0.01951632284257825
229,-0.006686866357356314
230,-0.028105229250928933
231,-0.0008240729515558774
232,0.0076015598923496654
233,-0.008767965505524352
234,0.0033375465125779114
235,0.003176207025971576
236,0.012491427775641306
237,-0.009456779134723023
238,-0.009548061924268443
239,-0.0087593385164489
240,0.02143110738044046
241,0.01348726948158128
242,-0.001083438059643458
243,0.003107344126277599
244,0.00177259435381848
245,0.0028362590868435244
246,-0.0021036458107785805
247,-0.003610163852864806
248,-0.014678859645359855
249,-0.007302019876080916
250,0.020204763173595784
251,0.006838727103571882
252,0.001177010418561666
253,-0.0021778718103627943
254,0.0011518854465768034
255,0.004640166377970535
256,-0.0073510400108651956
257,0.00275616968898395
258,0.003280197427317732
259,-0.0085832082284942
260,-0.00906795111316235
261,-0.011587890886542595
262,-0.012360060033071104
263,0.011078551933077357
264,-0.027921889151083852
265,-0.0028012761333389034
266,-0.006933497360058331
267,-0.007037810203542979
268,0.0015712173238011987
269,0.013935200986149912
270,0.0013170417705754775
271,-0.0012828995112757154
272,-0.006948835112527346
273,-0.001147502521420858
274,0.011344823463596746
275,-0.004328560865992258
276,-0.013357823753295263
277,-0.014769679489462152
278,-0.012880593267413063
279,-0.01627908951863278
280,0.013588507005893372
281,0.004662192901659869
282,-0.0024484104109515725
283,0.01791429112320285
284,-0.00749425457909464
285,0.009436138112408897
286,0.01001160243417718
287,-0.018155338277966136
288,-0.0182836004541154
289,-0.010730097512802596
290,0.011280766899035066
291,0.01595321312972421
292,-0.014330842783016906
293,0.012982503635935883
294,-0.004196355927558067
295,-0.004321579008163439
296,-0.006213578277008687
297,-0.003487970381137409
298,-0.02141995842193851
299,-0.011614975751659058
300,-0.0144276637170894
301,0.006285980276406785
302,0.025468963057131026
303,0.033181541948375914
304,-0.0036381152030552245
305,-0.02025643626319178
306,-0.004484640546338678
307,-0.010871337413619444
308,0.024199420034856235
309,0.007251769282769086
310,-0.00834402660442169
311,0.011629362113123057
312,0.006830629593305074
313,-0.019103447556708855
314,-0.005977984991983966
315,-0.0024721309632756506
316,0.0006269950659844124
317,0.001985435522958373
318,-0.0036684338187081304
319,0.0026786462672971894
320,-0.006634019545211396
321,-0.010358129447854419
322,0.018589874658094915
323,0.004723456477656643
324,0.005659731114638929
325,-0.018739702374185447
326,-0.0015944305820109435
327,0.010230054353734749
328,-0.015094756067463301
329,0.013573725571355989
330,-0.004273067631232634
331,0.005232230553610283
332,-0.0011985214980597982
333,0.0030219551748557555
334,0.014840724574924188
335,-0.004441373593485157
336,0.019172794549197306
337,-0.008983691778858272
338,-0.01078051627633083
339,0.008932313427071471
340,-0.012391524669458722
341,-0.004044598167345076
342,0.011285114618789971
343,0.014925968867345225
344,-0.020899221306271788
345,0.006471315825104982
346,0.02300518236727319
347,0.014739723643295448
348,-0.0024813612633532824
349,-0.006807685248735638
350,-0.0031585148562324693
351,-0.013434044768855659
352,-0.0027748551120449923
353,-0.001847239682931607
354,-0.0013482941421186234
355,0.014590656723877597
356,-0.0023620470692548414
357,-0.01709306136389111
358,0.01301165271472408
359,-0.012472770791955952
360,-0.004966856613525137
361,-0.0012055767757942182
362,-0.0037298506398355533
363,-0.01163674538335493
364,-0.002587168261113331
365,0.026609741509425397
366,-0.006882681851241338
367,-0.001236122136757095
368,0.013886702274984945
369,0.009336048620253359
370,0.009559773729244126
371,0.010746056693706551
372,-0.02321583846756211
373,-0.009969260445927807
374,0.0019401176950677506
375,0.006386201132499161
376,0.015931855643136414
377,0.006035105140561579
378,-0.0024591680662065614
379,0.0008714715475838702
380,-0.0021329795343137427
381,0.0033643114118753147
382,0.008490898933843041
383,-0.003677712250688617
384,-0.009363519041559918
385,-0.009856885143697322
386,0.013563717877771607
387,0.015771810018277717
388,0.012305896353390139
389,0.010682272441383102
390,0.010399773096725231
391,0.000372290998356612
392,0.008365432728846595
393,-0.012225130909078313
394,-0.0020373140816366576
395,-0.008404682861476094
396,0.009123602402775084
397,-0.006559577288460408
398,-0.0008980713489499671
399,0.005204455770005418
400,0.016656913847297707
401,-0.009103384811233038
402,-0.010864937761902437
403,0.010207272905403233
404,-0.012876560169551325
405,0.005828812193682449
406,-0.006440839031099026
407,-0.0008684109552568086
408,-0.021450701313360455
409,0.00896129689241621
410,-0.005602724641780052
411,-0.010383860242358038
412,0.025325000317757567
413,0.008942102571659236
414,0.042505952245824936
415,0.0052944784880866085
416,-0.0037780627401397676
417,0.001692497662497035
418,0.019681822482098404
419,7.667796775598921e-05
420,0.005811649587757249
421,0.00659901961546181
422,-0.010520824029305764
423,0.0019463974917981104
424,-0.005632918523539774
425,-0.01454570125971557
426,0.010864949414234229
427,0.008387541611192846
428,0.0012949756125200658
429,-0.010489101562740086
430,-0.023669548676581692
431,0.006225964502222594
432,-0.0007730090401398169
433,-0.01980600585849006
434,-0.00032154558761489247
435,-0.017854186152408778
436,8.049242526036955e-05
437,0.00211641190490684
438,0.00465738445751097
439,0.003004230744610505
440,0.0024509763286190223
441,-0.0132784384894989
442,-0.004203765783377743
443,-0.0057353505230736635
444,-0.0024280695590766493
445,0.0036402170765381593
446,0.0078282461356789
447,0.020020123436513024
448,-0.030424551953396026
449,0.005212500144956602
450,-0.0019804473298377532
451,0.027713441742856514
452,0.011602186613213408
453,-0.01943701359132999
454,0.005219068825782483
455,-0.005848447619607849
456,0.012322859053829288
457,-0.012266567072370652
458,-0.0008204026018598797
459,-0.0011786569717683857
460,-0.000761112648070822
461,-0.006608728293717232
462,-0.021655349127423337
463,0.005925075804307276
464,0.012388617015093391
465,-0.0004192567835631787
466,-0.011806674961466309
467,0.0028363594570256084
468,0.007184082869679009
469,-0.0017088046113778556
470,0.00023322288722870494
471,0.017304849696010774
472,-0.013024291084263147
473,-0.006294868013888375
474,-0.022467631461604975
475,-0.00799839104313041
476,-0.008474555923154587
477,-0.011122041920714143
478,-0.007927657027463344
479,0.02196375468250191
480,-0.001955944360517359
481,-0.0009709280054282495
482,0.02677794673313916
483,-0.0003278330670644811
484,-0.020406660015714454
485,0.005236089825458857
486,-0.010844927808805228
487,0.02006554497133048
488,-0.014550656024573172
489,-0.0065653412203372005
490,-0.018870499432185987
491,0.0015697066978888692
492,-0.011786906863191626
493,-0.0003853958570814798
494,-0.004122653929771933
495,-0.006955629150777016
496,0.011718578689296866
497,0.011625596775697555
498,0.001148369806185459
499,-0.010403298288132716
500,-0.012445860278030343
